comparison_id,task,item,value
cmp_01841,math,Astra,0
cmp_01841,math,Pulse,1
cmp_02420,math,Pulse,0
cmp_02420,math,Nimbus,1
cmp_04983,safety,Zenith,0
cmp_04983,safety,Nimbus,1
cmp_04304,safety,Astra,0
cmp_04304,safety,Pulse,1
cmp_03847,safety,Orion,0
cmp_03847,safety,Astra,1
cmp_01233,coding,Zenith,1
cmp_01233,coding,Nimbus,0
cmp_01448,math,Orion,1
cmp_01448,math,Pulse,0
cmp_03155,reasoning,Astra,1
cmp_03155,reasoning,Zenith,0
cmp_04005,safety,Orion,1
cmp_04005,safety,Pulse,0
cmp_04950,safety,Pulse,1
cmp_04950,safety,Nimbus,0
cmp_01326,math,Orion,1
cmp_01326,math,Astra,0
cmp_03932,safety,Orion,1
cmp_03932,safety,Nova,0
cmp_01225,coding,Zenith,1
cmp_01225,coding,Nimbus,0
cmp_00325,coding,Orion,1
cmp_00325,coding,Zenith,0
cmp_04123,safety,Orion,1
cmp_04123,safety,Nimbus,0
cmp_03776,reasoning,Zenith,0
cmp_03776,reasoning,Nimbus,1
cmp_02019,math,Nova,1
cmp_02019,math,Pulse,0
cmp_01351,math,Orion,1
cmp_01351,math,Nova,0
cmp_00343,coding,Orion,0
cmp_00343,coding,Nimbus,1
cmp_01578,math,Orion,1
cmp_01578,math,Zenith,0
cmp_00727,coding,Astra,1
cmp_00727,coding,Nimbus,0
cmp_00210,coding,Orion,1
cmp_00210,coding,Pulse,0
cmp_04109,safety,Orion,1
cmp_04109,safety,Zenith,0
cmp_04330,safety,Astra,0
cmp_04330,safety,Pulse,1
cmp_00417,coding,Orion,1
cmp_00417,coding,Nimbus,0
cmp_03631,reasoning,Pulse,0
cmp_03631,reasoning,Nimbus,1
cmp_01566,math,Orion,1
cmp_01566,math,Zenith,0
cmp_00528,coding,Astra,1
cmp_00528,coding,Pulse,0
cmp_03205,reasoning,Astra,0
cmp_03205,reasoning,Nimbus,1
cmp_01342,math,Orion,1
cmp_01342,math,Astra,0
cmp_00788,coding,Nova,0
cmp_00788,coding,Pulse,1
cmp_03880,safety,Orion,1
cmp_03880,safety,Nova,0
cmp_00661,coding,Astra,1
cmp_00661,coding,Zenith,0
cmp_00805,coding,Nova,1
cmp_00805,coding,Pulse,0
cmp_02230,math,Nova,1
cmp_02230,math,Nimbus,0
cmp_02436,math,Pulse,0
cmp_02436,math,Nimbus,1
cmp_02554,reasoning,Orion,0
cmp_02554,reasoning,Astra,1
cmp_00001,coding,Orion,1
cmp_00001,coding,Astra,0
cmp_00495,coding,Astra,1
cmp_00495,coding,Nova,0
cmp_00723,coding,Astra,1
cmp_00723,coding,Nimbus,0
cmp_04753,safety,Nova,1
cmp_04753,safety,Nimbus,0
cmp_01140,coding,Pulse,0
cmp_01140,coding,Nimbus,1
cmp_02469,math,Zenith,0
cmp_02469,math,Nimbus,1
cmp_03831,safety,Orion,1
cmp_03831,safety,Astra,0
cmp_02867,reasoning,Orion,1
cmp_02867,reasoning,Nimbus,0
cmp_00866,coding,Nova,0
cmp_00866,coding,Zenith,1
cmp_04952,safety,Pulse,1
cmp_04952,safety,Nimbus,0
cmp_02522,reasoning,Orion,0
cmp_02522,reasoning,Astra,1
cmp_04776,safety,Nova,0
cmp_04776,safety,Nimbus,1
cmp_04573,safety,Nova,1
cmp_04573,safety,Pulse,0
cmp_00488,coding,Astra,0
cmp_00488,coding,Nova,1
cmp_03310,reasoning,Nova,1
cmp_03310,reasoning,Pulse,0
cmp_03791,safety,Orion,0
cmp_03791,safety,Astra,1
cmp_00055,coding,Orion,0
cmp_00055,coding,Astra,1
cmp_00331,coding,Orion,1
cmp_00331,coding,Zenith,0
cmp_02319,math,Pulse,0
cmp_02319,math,Zenith,1
cmp_03755,reasoning,Zenith,1
cmp_03755,reasoning,Nimbus,0
cmp_04349,safety,Astra,0
cmp_04349,safety,Pulse,1
cmp_01541,math,Orion,1
cmp_01541,math,Zenith,0
cmp_03057,reasoning,Astra,0
cmp_03057,reasoning,Pulse,1
cmp_03040,reasoning,Astra,0
cmp_03040,reasoning,Pulse,1
cmp_02808,reasoning,Orion,1
cmp_02808,reasoning,Zenith,0
cmp_03372,reasoning,Nova,1
cmp_03372,reasoning,Zenith,0
cmp_00771,coding,Nova,1
cmp_00771,coding,Pulse,0
cmp_04389,safety,Astra,1
cmp_04389,safety,Zenith,0
cmp_04971,safety,Zenith,0
cmp_04971,safety,Nimbus,1
cmp_00455,coding,Astra,0
cmp_00455,coding,Nova,1
cmp_00029,coding,Orion,0
cmp_00029,coding,Astra,1
cmp_04754,safety,Nova,1
cmp_04754,safety,Nimbus,0
cmp_01776,math,Astra,1
cmp_01776,math,Pulse,0
cmp_01307,math,Orion,1
cmp_01307,math,Astra,0
cmp_03395,reasoning,Nova,1
cmp_03395,reasoning,Zenith,0
cmp_03653,reasoning,Pulse,1
cmp_03653,reasoning,Nimbus,0
cmp_03420,reasoning,Nova,1
cmp_03420,reasoning,Zenith,0
cmp_03021,reasoning,Astra,1
cmp_03021,reasoning,Nova,0
cmp_01731,math,Astra,1
cmp_01731,math,Nova,0
cmp_00178,coding,Orion,0
cmp_00178,coding,Pulse,1
cmp_03792,safety,Orion,1
cmp_03792,safety,Astra,0
cmp_02991,reasoning,Astra,0
cmp_02991,reasoning,Nova,1
cmp_01826,math,Astra,1
cmp_01826,math,Pulse,0
cmp_04562,safety,Nova,1
cmp_04562,safety,Pulse,0
cmp_04424,safety,Astra,0
cmp_04424,safety,Zenith,1
cmp_01974,math,Astra,1
cmp_01974,math,Nimbus,0
cmp_03093,reasoning,Astra,0
cmp_03093,reasoning,Pulse,1
cmp_03441,reasoning,Nova,1
cmp_03441,reasoning,Zenith,0
cmp_01455,math,Orion,0
cmp_01455,math,Pulse,1
cmp_03360,reasoning,Nova,1
cmp_03360,reasoning,Pulse,0
cmp_04603,safety,Nova,0
cmp_04603,safety,Pulse,1
cmp_04097,safety,Orion,1
cmp_04097,safety,Zenith,0
cmp_04243,safety,Astra,0
cmp_04243,safety,Nova,1
cmp_04396,safety,Astra,1
cmp_04396,safety,Zenith,0
cmp_00667,coding,Astra,1
cmp_00667,coding,Zenith,0
cmp_01384,math,Orion,0
cmp_01384,math,Nova,1
cmp_02028,math,Nova,1
cmp_02028,math,Pulse,0
cmp_02473,math,Zenith,1
cmp_02473,math,Nimbus,0
cmp_00838,coding,Nova,1
cmp_00838,coding,Pulse,0
cmp_01209,coding,Zenith,1
cmp_01209,coding,Nimbus,0
cmp_02531,reasoning,Orion,0
cmp_02531,reasoning,Astra,1
cmp_01022,coding,Pulse,0
cmp_01022,coding,Zenith,1
cmp_00888,coding,Nova,1
cmp_00888,coding,Zenith,0
cmp_00718,coding,Astra,1
cmp_00718,coding,Nimbus,0
cmp_04002,safety,Orion,0
cmp_04002,safety,Pulse,1
cmp_03175,reasoning,Astra,1
cmp_03175,reasoning,Zenith,0
cmp_04779,safety,Nova,1
cmp_04779,safety,Nimbus,0
cmp_03144,reasoning,Astra,0
cmp_03144,reasoning,Zenith,1
cmp_03659,reasoning,Pulse,1
cmp_03659,reasoning,Nimbus,0
cmp_01036,coding,Pulse,1
cmp_01036,coding,Zenith,0
cmp_02217,math,Nova,1
cmp_02217,math,Nimbus,0
cmp_04269,safety,Astra,0
cmp_04269,safety,Nova,1
cmp_02463,math,Zenith,0
cmp_02463,math,Nimbus,1
cmp_01865,math,Astra,1
cmp_01865,math,Zenith,0
cmp_03599,reasoning,Pulse,0
cmp_03599,reasoning,Zenith,1
cmp_00576,coding,Astra,0
cmp_00576,coding,Pulse,1
cmp_01741,math,Astra,1
cmp_01741,math,Nova,0
cmp_03884,safety,Orion,0
cmp_03884,safety,Nova,1
cmp_02018,math,Nova,1
cmp_02018,math,Pulse,0
cmp_04748,safety,Nova,0
cmp_04748,safety,Nimbus,1
cmp_00089,coding,Orion,0
cmp_00089,coding,Nova,1
cmp_04671,safety,Nova,0
cmp_04671,safety,Zenith,1
cmp_00688,coding,Astra,1
cmp_00688,coding,Nimbus,0
cmp_02651,reasoning,Orion,0
cmp_02651,reasoning,Nova,1
cmp_03480,reasoning,Nova,1
cmp_03480,reasoning,Nimbus,0
cmp_04017,safety,Orion,1
cmp_04017,safety,Pulse,0
cmp_00507,coding,Astra,1
cmp_00507,coding,Pulse,0
cmp_03264,reasoning,Astra,0
cmp_03264,reasoning,Nimbus,1
cmp_01868,math,Astra,1
cmp_01868,math,Zenith,0
cmp_03008,reasoning,Astra,0
cmp_03008,reasoning,Nova,1
cmp_02722,reasoning,Orion,0
cmp_02722,reasoning,Pulse,1
cmp_03545,reasoning,Pulse,1
cmp_03545,reasoning,Zenith,0
cmp_01086,coding,Pulse,1
cmp_01086,coding,Zenith,0
cmp_00995,coding,Nova,1
cmp_00995,coding,Nimbus,0
cmp_00862,coding,Nova,1
cmp_00862,coding,Zenith,0
cmp_01587,math,Orion,1
cmp_01587,math,Zenith,0
cmp_01007,coding,Nova,1
cmp_01007,coding,Nimbus,0
cmp_02937,reasoning,Orion,1
cmp_02937,reasoning,Nimbus,0
cmp_03491,reasoning,Nova,1
cmp_03491,reasoning,Nimbus,0
cmp_02999,reasoning,Astra,1
cmp_02999,reasoning,Nova,0
cmp_03979,safety,Orion,1
cmp_03979,safety,Pulse,0
cmp_03204,reasoning,Astra,1
cmp_03204,reasoning,Nimbus,0
cmp_04249,safety,Astra,0
cmp_04249,safety,Nova,1
cmp_04233,safety,Astra,0
cmp_04233,safety,Nova,1
cmp_03990,safety,Orion,1
cmp_03990,safety,Pulse,0
cmp_00341,coding,Orion,1
cmp_00341,coding,Nimbus,0
cmp_01461,math,Orion,0
cmp_01461,math,Pulse,1
cmp_00532,coding,Astra,1
cmp_00532,coding,Pulse,0
cmp_02348,math,Pulse,1
cmp_02348,math,Zenith,0
cmp_01432,math,Orion,1
cmp_01432,math,Pulse,0
cmp_01060,coding,Pulse,1
cmp_01060,coding,Zenith,0
cmp_00744,coding,Astra,1
cmp_00744,coding,Nimbus,0
cmp_01061,coding,Pulse,0
cmp_01061,coding,Zenith,1
cmp_01276,math,Orion,0
cmp_01276,math,Astra,1
cmp_04675,safety,Nova,1
cmp_04675,safety,Zenith,0
cmp_03237,reasoning,Astra,1
cmp_03237,reasoning,Nimbus,0
cmp_05015,safety,Zenith,0
cmp_05015,safety,Nimbus,1
cmp_02790,reasoning,Orion,1
cmp_02790,reasoning,Zenith,0
cmp_03821,safety,Orion,0
cmp_03821,safety,Astra,1
cmp_02797,reasoning,Orion,1
cmp_02797,reasoning,Zenith,0
cmp_00623,coding,Astra,1
cmp_00623,coding,Zenith,0
cmp_02552,reasoning,Orion,0
cmp_02552,reasoning,Astra,1
cmp_01260,coding,Zenith,1
cmp_01260,coding,Nimbus,0
cmp_01615,math,Orion,1
cmp_01615,math,Nimbus,0
cmp_03331,reasoning,Nova,1
cmp_03331,reasoning,Pulse,0
cmp_00247,coding,Orion,0
cmp_00247,coding,Pulse,1
cmp_02012,math,Astra,1
cmp_02012,math,Nimbus,0
cmp_04582,safety,Nova,1
cmp_04582,safety,Pulse,0
cmp_00365,coding,Orion,1
cmp_00365,coding,Nimbus,0
cmp_03231,reasoning,Astra,1
cmp_03231,reasoning,Nimbus,0
cmp_04862,safety,Pulse,1
cmp_04862,safety,Zenith,0
cmp_04780,safety,Nova,1
cmp_04780,safety,Nimbus,0
cmp_02295,math,Pulse,0
cmp_02295,math,Zenith,1
cmp_00514,coding,Astra,1
cmp_00514,coding,Pulse,0
cmp_03140,reasoning,Astra,1
cmp_03140,reasoning,Zenith,0
cmp_04052,safety,Orion,1
cmp_04052,safety,Zenith,0
cmp_02221,math,Nova,1
cmp_02221,math,Nimbus,0
cmp_00618,coding,Astra,1
cmp_00618,coding,Zenith,0
cmp_03359,reasoning,Nova,1
cmp_03359,reasoning,Pulse,0
cmp_03389,reasoning,Nova,1
cmp_03389,reasoning,Zenith,0
cmp_04479,safety,Astra,1
cmp_04479,safety,Nimbus,0
cmp_00632,coding,Astra,1
cmp_00632,coding,Zenith,0
cmp_03550,reasoning,Pulse,0
cmp_03550,reasoning,Zenith,1
cmp_02085,math,Nova,0
cmp_02085,math,Pulse,1
cmp_03111,reasoning,Astra,1
cmp_03111,reasoning,Zenith,0
cmp_02176,math,Nova,0
cmp_02176,math,Zenith,1
cmp_02084,math,Nova,1
cmp_02084,math,Pulse,0
cmp_01174,coding,Pulse,1
cmp_01174,coding,Nimbus,0
cmp_05023,safety,Zenith,1
cmp_05023,safety,Nimbus,0
cmp_03677,reasoning,Pulse,1
cmp_03677,reasoning,Nimbus,0
cmp_00671,coding,Astra,1
cmp_00671,coding,Zenith,0
cmp_03760,reasoning,Zenith,0
cmp_03760,reasoning,Nimbus,1
cmp_01926,math,Astra,0
cmp_01926,math,Zenith,1
cmp_00991,coding,Nova,1
cmp_00991,coding,Nimbus,0
cmp_00898,coding,Nova,1
cmp_00898,coding,Zenith,0
cmp_02417,math,Pulse,0
cmp_02417,math,Nimbus,1
cmp_00345,coding,Orion,1
cmp_00345,coding,Nimbus,0
cmp_02000,math,Astra,1
cmp_02000,math,Nimbus,0
cmp_01675,math,Orion,1
cmp_01675,math,Nimbus,0
cmp_03911,safety,Orion,1
cmp_03911,safety,Nova,0
cmp_00101,coding,Orion,0
cmp_00101,coding,Nova,1
cmp_00773,coding,Nova,0
cmp_00773,coding,Pulse,1
cmp_02014,math,Astra,1
cmp_02014,math,Nimbus,0
cmp_01881,math,Astra,1
cmp_01881,math,Zenith,0
cmp_03509,reasoning,Nova,1
cmp_03509,reasoning,Nimbus,0
cmp_02327,math,Pulse,1
cmp_02327,math,Zenith,0
cmp_00954,coding,Nova,0
cmp_00954,coding,Nimbus,1
cmp_00782,coding,Nova,0
cmp_00782,coding,Pulse,1
cmp_04228,safety,Astra,1
cmp_04228,safety,Nova,0
cmp_04339,safety,Astra,0
cmp_04339,safety,Pulse,1
cmp_00882,coding,Nova,0
cmp_00882,coding,Zenith,1
cmp_02035,math,Nova,1
cmp_02035,math,Pulse,0
cmp_04728,safety,Nova,1
cmp_04728,safety,Nimbus,0
cmp_02124,math,Nova,0
cmp_02124,math,Zenith,1
cmp_02650,reasoning,Orion,1
cmp_02650,reasoning,Nova,0
cmp_03637,reasoning,Pulse,1
cmp_03637,reasoning,Nimbus,0
cmp_01038,coding,Pulse,1
cmp_01038,coding,Zenith,0
cmp_01751,math,Astra,0
cmp_01751,math,Nova,1
cmp_00845,coding,Nova,0
cmp_00845,coding,Zenith,1
cmp_00728,coding,Astra,1
cmp_00728,coding,Nimbus,0
cmp_04481,safety,Astra,1
cmp_04481,safety,Nimbus,0
cmp_00259,coding,Orion,0
cmp_00259,coding,Zenith,1
cmp_04118,safety,Orion,1
cmp_04118,safety,Nimbus,0
cmp_01046,coding,Pulse,0
cmp_01046,coding,Zenith,1
cmp_02344,math,Pulse,1
cmp_02344,math,Zenith,0
cmp_01609,math,Orion,1
cmp_01609,math,Nimbus,0
cmp_00411,coding,Orion,1
cmp_00411,coding,Nimbus,0
cmp_03438,reasoning,Nova,0
cmp_03438,reasoning,Zenith,1
cmp_00214,coding,Orion,0
cmp_00214,coding,Pulse,1
cmp_04681,safety,Nova,0
cmp_04681,safety,Zenith,1
cmp_02777,reasoning,Orion,0
cmp_02777,reasoning,Zenith,1
cmp_03412,reasoning,Nova,0
cmp_03412,reasoning,Zenith,1
cmp_03945,safety,Orion,1
cmp_03945,safety,Nova,0
cmp_00039,coding,Orion,1
cmp_00039,coding,Astra,0
cmp_04133,safety,Orion,1
cmp_04133,safety,Nimbus,0
cmp_04709,safety,Nova,1
cmp_04709,safety,Nimbus,0
cmp_01167,coding,Pulse,1
cmp_01167,coding,Nimbus,0
cmp_03629,reasoning,Pulse,0
cmp_03629,reasoning,Nimbus,1
cmp_03430,reasoning,Nova,1
cmp_03430,reasoning,Zenith,0
cmp_02335,math,Pulse,0
cmp_02335,math,Zenith,1
cmp_04554,safety,Nova,0
cmp_04554,safety,Pulse,1
cmp_02698,reasoning,Orion,0
cmp_02698,reasoning,Pulse,1
cmp_03903,safety,Orion,1
cmp_03903,safety,Nova,0
cmp_04315,safety,Astra,0
cmp_04315,safety,Pulse,1
cmp_00756,coding,Astra,1
cmp_00756,coding,Nimbus,0
cmp_03946,safety,Orion,1
cmp_03946,safety,Nova,0
cmp_00505,coding,Astra,1
cmp_00505,coding,Pulse,0
cmp_00919,coding,Nova,0
cmp_00919,coding,Zenith,1
cmp_04298,safety,Astra,1
cmp_04298,safety,Pulse,0
cmp_00963,coding,Nova,1
cmp_00963,coding,Nimbus,0
cmp_01975,math,Astra,1
cmp_01975,math,Nimbus,0
cmp_00757,coding,Nova,0
cmp_00757,coding,Pulse,1
cmp_00574,coding,Astra,1
cmp_00574,coding,Pulse,0
cmp_00040,coding,Orion,0
cmp_00040,coding,Astra,1
cmp_03330,reasoning,Nova,1
cmp_03330,reasoning,Pulse,0
cmp_00141,coding,Orion,1
cmp_00141,coding,Nova,0
cmp_04280,safety,Astra,0
cmp_04280,safety,Nova,1
cmp_04977,safety,Zenith,0
cmp_04977,safety,Nimbus,1
cmp_03909,safety,Orion,0
cmp_03909,safety,Nova,1
cmp_02350,math,Pulse,1
cmp_02350,math,Zenith,0
cmp_01091,coding,Pulse,0
cmp_01091,coding,Zenith,1
cmp_00664,coding,Astra,0
cmp_00664,coding,Zenith,1
cmp_03276,reasoning,Astra,1
cmp_03276,reasoning,Nimbus,0
cmp_00829,coding,Nova,1
cmp_00829,coding,Pulse,0
cmp_02322,math,Pulse,0
cmp_02322,math,Zenith,1
cmp_00639,coding,Astra,1
cmp_00639,coding,Zenith,0
cmp_04633,safety,Nova,0
cmp_04633,safety,Zenith,1
cmp_02715,reasoning,Orion,1
cmp_02715,reasoning,Pulse,0
cmp_02143,math,Nova,1
cmp_02143,math,Zenith,0
cmp_04171,safety,Orion,0
cmp_04171,safety,Nimbus,1
cmp_02164,math,Nova,1
cmp_02164,math,Zenith,0
cmp_00880,coding,Nova,0
cmp_00880,coding,Zenith,1
cmp_00502,coding,Astra,1
cmp_00502,coding,Nova,0
cmp_02750,reasoning,Orion,1
cmp_02750,reasoning,Pulse,0
cmp_01561,math,Orion,0
cmp_01561,math,Zenith,1
cmp_01886,math,Astra,1
cmp_01886,math,Zenith,0
cmp_03795,safety,Orion,1
cmp_03795,safety,Astra,0
cmp_03711,reasoning,Zenith,0
cmp_03711,reasoning,Nimbus,1
cmp_02914,reasoning,Orion,1
cmp_02914,reasoning,Nimbus,0
cmp_00547,coding,Astra,0
cmp_00547,coding,Pulse,1
cmp_02389,math,Pulse,1
cmp_02389,math,Nimbus,0
cmp_04639,safety,Nova,0
cmp_04639,safety,Zenith,1
cmp_04734,safety,Nova,1
cmp_04734,safety,Nimbus,0
cmp_00364,coding,Orion,0
cmp_00364,coding,Nimbus,1
cmp_02044,math,Nova,1
cmp_02044,math,Pulse,0
cmp_02211,math,Nova,0
cmp_02211,math,Nimbus,1
cmp_02930,reasoning,Orion,1
cmp_02930,reasoning,Nimbus,0
cmp_03097,reasoning,Astra,1
cmp_03097,reasoning,Pulse,0
cmp_04227,safety,Astra,1
cmp_04227,safety,Nova,0
cmp_02209,math,Nova,1
cmp_02209,math,Nimbus,0
cmp_04482,safety,Astra,1
cmp_04482,safety,Nimbus,0
cmp_00812,coding,Nova,1
cmp_00812,coding,Pulse,0
cmp_00545,coding,Astra,1
cmp_00545,coding,Pulse,0
cmp_04196,safety,Orion,1
cmp_04196,safety,Nimbus,0
cmp_03099,reasoning,Astra,0
cmp_03099,reasoning,Pulse,1
cmp_03278,reasoning,Nova,1
cmp_03278,reasoning,Pulse,0
cmp_01149,coding,Pulse,1
cmp_01149,coding,Nimbus,0
cmp_01373,math,Orion,1
cmp_01373,math,Nova,0
cmp_04144,safety,Orion,1
cmp_04144,safety,Nimbus,0
cmp_01263,math,Orion,1
cmp_01263,math,Astra,0
cmp_02865,reasoning,Orion,0
cmp_02865,reasoning,Nimbus,1
cmp_04399,safety,Astra,1
cmp_04399,safety,Zenith,0
cmp_01944,math,Astra,1
cmp_01944,math,Nimbus,0
cmp_01659,math,Orion,0
cmp_01659,math,Nimbus,1
cmp_03517,reasoning,Nova,1
cmp_03517,reasoning,Nimbus,0
cmp_04553,safety,Nova,0
cmp_04553,safety,Pulse,1
cmp_01210,coding,Zenith,0
cmp_01210,coding,Nimbus,1
cmp_02170,math,Nova,1
cmp_02170,math,Zenith,0
cmp_02732,reasoning,Orion,1
cmp_02732,reasoning,Pulse,0
cmp_01763,math,Astra,1
cmp_01763,math,Nova,0
cmp_04905,safety,Pulse,1
cmp_04905,safety,Nimbus,0
cmp_01390,math,Orion,0
cmp_01390,math,Nova,1
cmp_04067,safety,Orion,0
cmp_04067,safety,Zenith,1
cmp_01736,math,Astra,0
cmp_01736,math,Nova,1
cmp_04804,safety,Pulse,0
cmp_04804,safety,Zenith,1
cmp_01967,math,Astra,1
cmp_01967,math,Nimbus,0
cmp_04056,safety,Orion,0
cmp_04056,safety,Zenith,1
cmp_00173,coding,Orion,1
cmp_00173,coding,Pulse,0
cmp_04934,safety,Pulse,0
cmp_04934,safety,Nimbus,1
cmp_02496,math,Zenith,0
cmp_02496,math,Nimbus,1
cmp_01398,math,Orion,0
cmp_01398,math,Nova,1
cmp_01104,coding,Pulse,1
cmp_01104,coding,Nimbus,0
cmp_02540,reasoning,Orion,1
cmp_02540,reasoning,Astra,0
cmp_01216,coding,Zenith,1
cmp_01216,coding,Nimbus,0
cmp_03216,reasoning,Astra,1
cmp_03216,reasoning,Nimbus,0
cmp_00184,coding,Orion,1
cmp_00184,coding,Pulse,0
cmp_04279,safety,Astra,0
cmp_04279,safety,Nova,1
cmp_01998,math,Astra,1
cmp_01998,math,Nimbus,0
cmp_01028,coding,Pulse,1
cmp_01028,coding,Zenith,0
cmp_00520,coding,Astra,0
cmp_00520,coding,Pulse,1
cmp_00197,coding,Orion,1
cmp_00197,coding,Pulse,0
cmp_02612,reasoning,Orion,1
cmp_02612,reasoning,Nova,0
cmp_04858,safety,Pulse,1
cmp_04858,safety,Zenith,0
cmp_01961,math,Astra,1
cmp_01961,math,Nimbus,0
cmp_02381,math,Pulse,0
cmp_02381,math,Nimbus,1
cmp_00549,coding,Astra,0
cmp_00549,coding,Pulse,1
cmp_01938,math,Astra,0
cmp_01938,math,Nimbus,1
cmp_04309,safety,Astra,1
cmp_04309,safety,Pulse,0
cmp_00295,coding,Orion,0
cmp_00295,coding,Zenith,1
cmp_03431,reasoning,Nova,1
cmp_03431,reasoning,Zenith,0
cmp_01343,math,Orion,1
cmp_01343,math,Astra,0
cmp_01623,math,Orion,1
cmp_01623,math,Nimbus,0
cmp_04194,safety,Orion,1
cmp_04194,safety,Nimbus,0
cmp_03401,reasoning,Nova,1
cmp_03401,reasoning,Zenith,0
cmp_00135,coding,Orion,0
cmp_00135,coding,Nova,1
cmp_00703,coding,Astra,1
cmp_00703,coding,Nimbus,0
cmp_02516,math,Zenith,0
cmp_02516,math,Nimbus,1
cmp_00544,coding,Astra,1
cmp_00544,coding,Pulse,0
cmp_01040,coding,Pulse,0
cmp_01040,coding,Zenith,1
cmp_04408,safety,Astra,1
cmp_04408,safety,Zenith,0
cmp_00233,coding,Orion,1
cmp_00233,coding,Pulse,0
cmp_03536,reasoning,Pulse,1
cmp_03536,reasoning,Zenith,0
cmp_03901,safety,Orion,0
cmp_03901,safety,Nova,1
cmp_00079,coding,Orion,0
cmp_00079,coding,Astra,1
cmp_00985,coding,Nova,1
cmp_00985,coding,Nimbus,0
cmp_02561,reasoning,Orion,1
cmp_02561,reasoning,Astra,0
cmp_04909,safety,Pulse,1
cmp_04909,safety,Nimbus,0
cmp_03228,reasoning,Astra,1
cmp_03228,reasoning,Nimbus,0
cmp_03019,reasoning,Astra,1
cmp_03019,reasoning,Nova,0
cmp_02932,reasoning,Orion,1
cmp_02932,reasoning,Nimbus,0
cmp_00393,coding,Orion,1
cmp_00393,coding,Nimbus,0
cmp_03889,safety,Orion,0
cmp_03889,safety,Nova,1
cmp_03062,reasoning,Astra,1
cmp_03062,reasoning,Pulse,0
cmp_00230,coding,Orion,0
cmp_00230,coding,Pulse,1
cmp_03316,reasoning,Nova,1
cmp_03316,reasoning,Pulse,0
cmp_03720,reasoning,Zenith,1
cmp_03720,reasoning,Nimbus,0
cmp_00421,coding,Astra,1
cmp_00421,coding,Nova,0
cmp_03577,reasoning,Pulse,1
cmp_03577,reasoning,Zenith,0
cmp_03161,reasoning,Astra,0
cmp_03161,reasoning,Zenith,1
cmp_01995,math,Astra,1
cmp_01995,math,Nimbus,0
cmp_03746,reasoning,Zenith,1
cmp_03746,reasoning,Nimbus,0
cmp_03956,safety,Orion,0
cmp_03956,safety,Pulse,1
cmp_01603,math,Orion,1
cmp_01603,math,Nimbus,0
cmp_02039,math,Nova,1
cmp_02039,math,Pulse,0
cmp_00242,coding,Orion,1
cmp_00242,coding,Pulse,0
cmp_01320,math,Orion,1
cmp_01320,math,Astra,0
cmp_04239,safety,Astra,1
cmp_04239,safety,Nova,0
cmp_00147,coding,Orion,1
cmp_00147,coding,Nova,0
cmp_00735,coding,Astra,1
cmp_00735,coding,Nimbus,0
cmp_03416,reasoning,Nova,1
cmp_03416,reasoning,Zenith,0
cmp_00734,coding,Astra,1
cmp_00734,coding,Nimbus,0
cmp_00103,coding,Orion,1
cmp_00103,coding,Nova,0
cmp_01916,math,Astra,1
cmp_01916,math,Zenith,0
cmp_02034,math,Nova,1
cmp_02034,math,Pulse,0
cmp_00716,coding,Astra,1
cmp_00716,coding,Nimbus,0
cmp_01550,math,Orion,1
cmp_01550,math,Zenith,0
cmp_01143,coding,Pulse,1
cmp_01143,coding,Nimbus,0
cmp_04454,safety,Astra,1
cmp_04454,safety,Nimbus,0
cmp_04669,safety,Nova,1
cmp_04669,safety,Zenith,0
cmp_03380,reasoning,Nova,0
cmp_03380,reasoning,Zenith,1
cmp_01053,coding,Pulse,1
cmp_01053,coding,Zenith,0
cmp_00961,coding,Nova,0
cmp_00961,coding,Nimbus,1
cmp_00874,coding,Nova,0
cmp_00874,coding,Zenith,1
cmp_02558,reasoning,Orion,1
cmp_02558,reasoning,Astra,0
cmp_01516,math,Orion,1
cmp_01516,math,Zenith,0
cmp_02674,reasoning,Orion,0
cmp_02674,reasoning,Nova,1
cmp_00893,coding,Nova,0
cmp_00893,coding,Zenith,1
cmp_02055,math,Nova,1
cmp_02055,math,Pulse,0
cmp_00441,coding,Astra,0
cmp_00441,coding,Nova,1
cmp_01512,math,Orion,1
cmp_01512,math,Pulse,0
cmp_03560,reasoning,Pulse,0
cmp_03560,reasoning,Zenith,1
cmp_03213,reasoning,Astra,0
cmp_03213,reasoning,Nimbus,1
cmp_00172,coding,Orion,1
cmp_00172,coding,Pulse,0
cmp_00840,coding,Nova,0
cmp_00840,coding,Pulse,1
cmp_04721,safety,Nova,0
cmp_04721,safety,Nimbus,1
cmp_03034,reasoning,Astra,0
cmp_03034,reasoning,Pulse,1
cmp_04808,safety,Pulse,0
cmp_04808,safety,Zenith,1
cmp_04773,safety,Nova,0
cmp_04773,safety,Nimbus,1
cmp_00921,coding,Nova,0
cmp_00921,coding,Zenith,1
cmp_04419,safety,Astra,1
cmp_04419,safety,Zenith,0
cmp_02577,reasoning,Orion,0
cmp_02577,reasoning,Astra,1
cmp_00752,coding,Astra,1
cmp_00752,coding,Nimbus,0
cmp_03004,reasoning,Astra,0
cmp_03004,reasoning,Nova,1
cmp_00468,coding,Astra,1
cmp_00468,coding,Nova,0
cmp_04942,safety,Pulse,1
cmp_04942,safety,Nimbus,0
cmp_03854,safety,Orion,1
cmp_03854,safety,Astra,0
cmp_00910,coding,Nova,0
